Confidential Record,Property Tag 1,Tenant Tag 1,Property: Title,Agency 1,Main Tenant,Rent,Advert Date,Sale Date,Sale Price,Yield,Sale Method,Auction / EOI Date,Agency 2,Agent 1,Agent 2,Agent 3,Agent 4,Building Size,Land Size,LDC Places,Field Percent Complete,Source Link URL,Transaction History: Transaction History Name,Missing Fields List,
FALSE,"Medical, Pharmacy and Health",Medical,"951 Centre Road, Bentleigh East VIC 3165",CVA,The Foot and Ankle Clinic,"$47,343",21/03/2024,1/05/2024,"$905,000",5.23%,EOI,24/04/2024,,Jarrod Moran,,,,70,250,,100%,https://www.realcommercial.com.au/for-sale/property-951-centre-road-bentleigh-east-vic-3165-504549588,TH-008278,,
FALSE,"Medical, Pharmacy and Health",Medical,"79 Chadstone Road, Malvern East VIC 3145",CVA,The Foot and Ankle Clinic,"$72,700",21/03/2024,29/04/2024,"$1,150,000",6.32%,EOI,24/04/2024,,,Jarrod Moran,,,146,186,,100%,https://www.realcommercial.com.au/for-sale/property-79-chadstone-road-malvern-east-vic-3145-504549584,TH-008279,,
FALSE,Retail,Strip Retail,"196 Glenferrie Road, Malvern VIC 3144",Cushman & Wakefield,Organically Grown,"$97,924",21/03/2024,24/04/2024,"$1,820,000",5.38%,Portfolio Auction,24/04/2024,Barry Marshall,George Davies,Karim Ford,,,119,193,,100%,https://www.realcommercial.com.au/for-sale/property-196-glenferrie-road-malvern-vic-3144-504549528,TH-008280,,
FALSE,Fast Food,Drive-Thru,"155-159 Millers Road, Altona North VIC 3025",CBRE,Hungry Jacks,"$260,980",22/03/2024,10/05/2024,"$6,360,000",4.10%,EOI,2/05/2024,,Jing Jun Heng,,David Minty,Scott Hawthorne,210,1779,,100%,https://www.realcommercial.com.au/for-sale/property-hungry-jack-s-155-159-millers-road-altona-north-vic-3025-504550572,TH-008286,,
FALSE,Retail,Multi Tenanted,"331-335 Brunswick Street, Fitzroy VIC 3065",Stonebridge,Koko Jewellery,"$144,150",22/03/2024,2/05/2024,,,Portfolio Auction,2/05/2024,,Sarah Xi,Nic Hage,Rorey James,,377,341,,100%,https://www.realcommercial.com.au/for-sale/property-331-335-brunswick-street-fitzroy-vic-3065-504550472,TH-008287,,
FALSE,Retail,Strip Retail,"448 Pacific Highway, Belmont NSW 2280",Commercial Collective,Hadley Cycles,"$59,657",23/03/2024,17/04/2024,"$950,000",6.28%,Portfolio Auction,17/04/2024,,Jacob Siever,Brad Crouch,,,391,636,,100%,https://www.realcommercial.com.au/for-sale/property-448-pacific-highway;-belmont-nsw-2280-504550816,TH-008290,,
FALSE,Industrial,Warehouse,"142 Cavan Road, Dry Creek SA 5094",Commercial SA,Industrial Tenant,,25/03/2024,30/08/2024,"$7,000,000",,EOI,2/05/2024,,Evan Florinis,Andrew Turner,,,5476,19500,,100%,https://www.realcommercial.com.au/for-sale/property-142-cavan-road-dry-creek-sa-5094-504551012,TH-008292,,
FALSE,Supermarkets,Coles and Woolworths,"101-107 East Street, Narrandera NSW 2700",Jones Real Estate,Coles,"$464,503",25/03/2024,6/05/2024,"$6,100,000",7.61%,Portfolio Auction,23/04/2024,,Paul Jones,Tim Spargo,,,,,,100%,https://www.realcommercial.com.au/for-sale/property-coles-101-107-east-street-narrandera-nsw-2700-504551476,TH-008293,,
FALSE,Banks,,"220-222 Beamish Street, Campsie NSW 2194",Colliers,NAB Bank,"$206,732",25/03/2024,2/05/2024,"$6,700,000",3.09%,Portfolio Auction,2/05/2024,,Harry Bui,Andrew Bui,,,395,582,,100%,https://www.realcommercial.com.au/for-sale/property-220-222-beamish-street-campsie-nsw-2194-504551180,TH-008294,,
FALSE,Residential,,"7-9 Morton Street, Parramatta NSW 2150",Ray White,NSW Land and Housing Corporation,"$419,749",25/03/2024,2/05/2024,"$7,502,000",5.60%,EOI,23/04/2024,,Joseph Assaf,Andrew Sacco,,,1530,929,,100%,https://www.realcommercial.com.au/for-sale/property-7-9-morton-street-parramatta-nsw-2150-504550932,TH-008295,,
FALSE,Supermarkets,Coles and Woolworths,"246-250 Sheridan Street, Gundagai NSW 2722",Jones Real Estate,Woolworths,"$501,090",25/03/2024,23/04/2024,"$7,200,000",6.96%,Portfolio Auction,23/04/2024,,Paul Jones,Tim Spargo,,,,,,100%,https://www.realcommercial.com.au/for-sale/property-woolworths-246-250-sheridan-street-gundagai-nsw-2722-504551720,TH-008296,,
FALSE,Industrial,Warehouse,"6/3 Enterprise Street, Molendinar QLD 4214",Ray White,Industrial Tenant,"$27,924",25/03/2024,11/04/2024,"$550,000",5.08%,Portfolio Auction,11/04/2024,,Josh Cameron,Jackson Rameau,,,113,113,,100%,https://www.realcommercial.com.au/for-sale/property-6-3-enterprise-street-molendinar-qld-4214-504551160,TH-008297,,
FALSE,Supermarkets,Coles and Woolworths,"1144-1154 Mt Alexander Road & 19 Winifred Street, Essendon VIC 3040",Stonebridge,Coles,"$724,952",26/03/2024,21/06/2024,,,EOI,1/05/2024,,Justin Dowers,Julian White,Chao Zhang,,2503,7400,,100%,https://www.realcommercial.com.au/for-sale/property-coles-essendon-1144-mt-alexander-road-19-winifred-street-essendon-vic-3040-504552596,TH-008300,,
FALSE,Industrial,Warehouse,"27-31 & Part 35 Pacific Highway, Bennetts Green NSW 2290",Knight Frank,Australian Motor Homes and Caravans,"$1,050,000",26/03/2024,10/05/2024,,,EOI,24/04/2024,,Brent Sinclair,Dan Barry,,,5425,20200,,100%,https://www.realcommercial.com.au/for-sale/property-27-31-part-35-pacific-highway;-bennetts-green-nsw-2290-504551928,TH-008301,,
FALSE,Industrial,Warehouse,"76 O'Riordan Street, Alexandria NSW 2015",Colliers,Industrial Tenant,,26/03/2024,24/04/2024,,,EOI,18/04/2024,,Jeremy Green,Michael Crombie,,,1550,1702,,100%,https://www.realcommercial.com.au/for-sale/property-76-o-riordan-street-alexandria-nsw-2015-504552808,TH-008302,,
FALSE,Industrial,Warehouse,"7/1488 Ferntree Gully Road, Knoxfield VIC 3180",Jones Real Estate,Melbourne Renovations,"$64,715",26/03/2024,19/04/2024,"$1,180,000",5.48%,Portfolio Auction,19/04/2024,,Paul Jones,Dan Hannebery,,,284,269.02,,100%,https://www.realcommercial.com.au/for-sale/property-7-1488-ferntree-gully-road-knoxfield-vic-3180-504552880,TH-008303,,
FALSE,Retail,Multi Tenanted,"71-75 Willoughby Road, Crows Nest NSW 2065",Ray White,Multiple Tenants,,26/03/2024,25/02/2025,,,Portfolio Auction,30/04/2024,,Logan Grisaffe,Scott Stephens,,,840,680,,100%,https://www.realcommercial.com.au/for-sale/property-71-75-willoughby-road-crows-nest-nsw-2065-504552276,TH-008304,,
FALSE,Retail,Multi Tenanted,"60 Simpson Street, Beerwah QLD 4519",Savills,Neddy's Nosebag,"$109,443",27/03/2024,16/05/2024,"$1,800,000",6.08%,Offers to Purchase,24/04/2024,,Scott Gardiner,,,,365,1454,,100%,https://www.realcommercial.com.au/for-sale/property-60-simpson-street-beerwah-qld-4519-504553108,TH-008305,,
FALSE,Fast Food,Drive-Thru,"15 First Street, Katherine NT 850",Knight Frank,McDonald's Australia Limited,"$135,000",27/03/2024,30/04/2024,"$2,301,000",5.87%,Portfolio Auction,30/04/2024,,Matthew Knight,Peter McVann,,,488,4100,,100%,https://www.realcommercial.com.au/for-sale/property-15-first-street-katherine-nt-0850-504553240,TH-008306,,
FALSE,Industrial,Warehouse,"39 Hillcrest Parade, Miami QLD 4220",Colliers,Industrial Tenant,"$150,127",28/03/2024,6/06/2024,"$2,800,000",5.36%,Portfolio Auction,21/04/2024,,Matthew Adcock,Marlon Crawford,,,828,812,,100%,https://www.realcommercial.com.au/for-sale/property-3-avalon-parade-39-hillcrest-parade-miami-qld-4220-504555040,TH-008307,,
FALSE,Industrial,Warehouse,"3 Avalon Parade, Miami QLD 4220",Colliers,Industrial Tenant,"$176,945",28/03/2024,6/06/2024,"$3,000,000",5.90%,Portfolio Auction,21/04/2024,,Matthew Adcock,Marlon Crawford,,,716,816,,100%,https://www.realcommercial.com.au/for-sale/property-3-avalon-parade-39-hillcrest-parade-miami-qld-4220-504555040,TH-008308,,
FALSE,Retail,Strip Retail,"266 Whitehorse Road, Balwyn VIC 3103",Gorman Commercial,Rong Café,"$68,424",28/03/2024,22/04/2024,"$1,625,000",4.21%,EOI,1/05/2024,,Peter Bremner,Jonathon McCormack,,,360,539,,100%,https://www.realcommercial.com.au/for-sale/property-264-266-whitehorse-road-balwyn-vic-3103-504554796,TH-008309,,
FALSE,Retail,Strip Retail,"264 Whitehorse Road, Balwyn VIC 3103",Gorman Commercial,Australia Skincare Centre,"$58,349",28/03/2024,22/04/2024,"$1,625,000",3.59%,EOI,1/05/2024,,Peter Bremner,Jonathon McCormack,,,360,539,,100%,https://www.realcommercial.com.au/for-sale/property-264-266-whitehorse-road-balwyn-vic-3103-504554796,TH-008310,,
FALSE,Childcare and Social Infrastructure,Childcare,"82-84 Mataram Road, Woongarrah NSW 2259",Colliers,Kids Academy,"$590,000",2/04/2024,24/07/2024,"$9,637,204",6.12%,EOI,2/05/2024,,Gracian Marando,Harry Bui,Jordan McConnell,Matthew Meynell,,,117,100%,https://www.realcommercial.com.au/for-sale/property-82-84-mataram-road-woongarrah-nsw-2259-504556640,TH-008315,,
FALSE,Childcare and Social Infrastructure,Childcare,"66-76 Woodlands Drive, Glenmore Park NSW 2745",Colliers,Kids Academy,"$440,000",2/04/2024,24/07/2024,"$7,204,384",6.11%,EOI,2/05/2024,,Gracian Marando,Harry Bui,Jordan McConnell,Matthew Meynell,,,80,100%,https://www.realcommercial.com.au/for-sale/property-66-76-woodlands-drive-glenmore-park-nsw-2745-504556664,TH-008316,,
FALSE,Childcare and Social Infrastructure,Childcare,"49 Serpentine Road, Erina Heights NSW 2260",Colliers,Kids Academy,"$300,000",2/04/2024,24/07/2024,"$4,877,972",6.15%,EOI,2/05/2024,,Gracian Marando,Harry Bui,Jordan McConnell,Matthew Meynell,,,60,100%,https://www.realcommercial.com.au/for-sale/property-49-serpentine-road-erina-heights-nsw-2260-504556668,TH-008317,,
FALSE,Childcare and Social Infrastructure,Childcare,"13-17 Hiawatha Road, Woongarrah NSW 2259",Colliers,Kids Academy,"$350,000",2/04/2024,24/07/2024,"$5,690,969",6.15%,EOI,2/05/2024,,Gracian Marando,Harry Bui,Jordan McConnell,Matthew Meynell,,,70,100%,https://www.realcommercial.com.au/for-sale/property-13-17-hiawatha-road-woongarrah-nsw-2259-504556648,TH-008318,,
FALSE,Childcare and Social Infrastructure,Childcare,"12-14 Womra Crescent, Glenmore Park NSW 2745",Colliers,Kids Academy,"$260,000",2/04/2024,24/07/2024,"$4,255,389",6.11%,EOI,2/05/2024,,Gracian Marando,Harry Bui,Jordan McConnell,Matthew Meynell,,,51,100%,https://www.realcommercial.com.au/for-sale/property-12-14-womra-cresent;-glenmore-park-nsw-2745-504556644,TH-008319,,
FALSE,Childcare and Social Infrastructure,Childcare,"1-15 Factory Road, Regentville NSW 2745",Colliers,Kids Academy,"$1,400,000",2/04/2024,24/07/2024,"$23,534,083",5.95%,EOI,2/05/2024,,Jordan McConnell,Gracian Marando,Matthew Maynell,Harry Bui,,,275 (2 centres),100%,https://www.realcommercial.com.au/for-sale/property-1-15-factory-road-regentville-nsw-2745-504556632,TH-008320,,
FALSE,Retail,Multi Tenanted,"475 Pacific Highway, Wyoming NSW 2250",Knight Frank,6 tenancies,"$135,759",2/04/2024,18/07/2024,"$2,150,000",6.31%,Portfolio Auction,16/05/2024,,Anthony Scarcella,,,,582,1432,,100%,https://www.realcommercial.com.au/for-sale/property-475-pacific-highway;-wyoming-nsw-2250-504555964,TH-008321,,
FALSE,Retail,Strip Retail,"73 King Street, Warrawong NSW 2502",Colliers,Highgrove Bathrooms,"$190,349",2/04/2024,27/05/2024,,,Portfolio Auction,3/05/2024,,Taleah Thomas,Graeme Sutherland,,,827,1551,,100%,https://www.realcommercial.com.au/for-sale/property-73-king-street-warrawong-nsw-2502-504555784,TH-008322,,
FALSE,Retail,Multi Tenanted,"74, 76 & 78 Queen Street, Woollahra NSW 2025",Colliers,Olsen Gallery,"$319,558",2/04/2024,16/05/2024,,,Portfolio Auction,2/05/2024,,Miron Solomons,Matt Pontey,,,402,402,,100%,https://www.realcommercial.com.au/for-sale/property-the-queen-street-collection-74-76-78-queen-street-woollahra-nsw-2025-504555820,TH-008323,,
FALSE,Retail,Multi Tenanted,"4 Wongabel Street, Kenmore QLD 4069",Raine & Horne,4 tenancies,"$170,000",2/04/2024,8/05/2024,,,Portfolio Auction,8/05/2024,,Trent Bruce,,,,375,610,,100%,https://www.realcommercial.com.au/for-sale/property-4-wongabel-street-kenmore-qld-4069-504556612,TH-008324,,
FALSE,Industrial,Warehouse,"40 Hinkler Road, Mordialloc VIC 3195",Gorman Commercial,Industrial Tenant,"$89,169",2/04/2024,3/05/2024,"$2,000,000",4.46%,Portfolio Auction,3/05/2024,,Dean Alexander,Nathan May,,,1023,1692.61,,100%,https://www.realcommercial.com.au/for-sale/property-40-hinkler-road-mordialloc-vic-3195-504556304,TH-008325,,
FALSE,Industrial,Warehouse,"9 Ebden Street, Moorabbin VIC 3189",Ray White,Hampton Fencing,"$75,816",2/04/2024,2/05/2024,"$1,605,000",4.72%,Portfolio Auction,2/05/2024,,Ryan Amler,,,,760,946,,100%,https://www.realcommercial.com.au/for-sale/property-9-ebden-street-moorabbin-vic-3189-504555872,TH-008326,,
FALSE,Retail,Strip Retail,"93-95 Vincent Street, Port Adelaide SA 5015",Cushman & Wakefield,Australian Red Cross,"$190,738",2/04/2024,29/04/2024,"$3,500,000",5.45%,Portfolio Auction,2/05/2024,,Jed Harley,Sam Alexander,,,629,715,,100%,https://www.realcommercial.com.au/for-sale/property-93-95-st-vincent-st-port-adelaide-sa-5015-504556816,TH-008327,,
FALSE,Retail,Multi Tenanted,"57 & 58/78-80 Alexander Street, Crows Nest NSW 2065",Savills,Facetime Skin & Body Clinic,"$110,313",2/04/2024,8/11/2024,,,EOI,2/05/2024,,Damon Zhang,Jordan Lee,,,185,,,100%,https://www.realcommercial.com.au/for-sale/property-shop-57-shop-58-78-80-alexander-st-crows-nest-nsw-2065-504556120,TH-008328,,
FALSE,Supermarkets,Coles and Woolworths,"15/19 Pacific Parade, Dee Why NSW 2099",JLL,Coles,"$4,430,000",3/04/2024,22/08/2024,"$60,000,000",7.38%,EOI,3/05/2024,Stonebridge,Sam Hatcher,Nick Willis,,,9976,35200,,100%,https://www.jll.com.au/en/newsroom/dee-why-grand-shopping-centre-sold-for-60-million-dollars,TH-008331,,
FALSE,Retail,Multi Tenanted,"185 Marion Street, Leichhardt NSW 2040",Savills,Multiple Tenants,"$175,403",3/04/2024,1/07/2024,"$4,000,000",4.39%,Portfolio Auction,7/05/2024,Stone Real Estate,Tim Grosmann,Jordan Lee,,,628,835,,100%,https://www.realcommercial.com.au/for-sale/property-185-marion-street-leichhardt-nsw-2040-504557592,TH-008332,,
FALSE,Industrial,Warehouse,"2 Kingston Town Close, Oakleigh VIC 3166",Ray White,Rosemount Kitchens,"$137,312",3/04/2024,8/05/2024,"$2,880,000",4.77%,Portfolio Auction,8/05/2024,,Theo Karkanis,,,,500,1698,,100%,https://www.realcommercial.com.au/for-sale/property-2-kingston-town-close-oakleigh-vic-3166-504557420,TH-008333,,
FALSE,Fuel and Convenience,Car Wash,"190 High Street, Belmont VIC 3216",Colliers,Magic Hand Car Wash,"$141,010",3/04/2024,2/05/2024,"$2,950,000",4.78%,Portfolio Auction,2/05/2024,,Chris Nanni,Ben Young,Jackson Carrick,,250,1196,,100%,https://www.realcommercial.com.au/for-sale/property-190-high-street-belmont-vic-3216-504557348,TH-008334,,
FALSE,Retail,Multi Tenanted,"295 Torrens Road, West Croydon SA 5008",Ray White,MyClayCo,"$63,440",3/04/2024,1/05/2024,"$1,125,000",5.64%,EOI,22/04/2024,,Matt Lazarus,,,,570,680,,100%,https://www.realcommercial.com.au/for-sale/property-295-torrens-road-west-croydon-sa-5008-504557072,TH-008335,,
FALSE,Industrial,Warehouse,"176 Harrick Road, Keilor Park VIC 3042",Colliers,EMC Technologies,"$468,750",4/04/2024,21/10/2024,,,EOI,1/05/2024,,Mitch Purcell,Corey Vraca,Nick O'Brien,,3125,4392,,100%,https://www.realcommercial.com.au/for-sale/property-176-harrick-road-keilor-park-vic-3042-504558344,TH-008338,,
FALSE,Retail,Strip Retail,"93-95 Military Road, Neutral Bay NSW 2089",Ray White,Vodafone,"$132,611",4/04/2024,19/09/2024,,,Portfolio Auction,7/05/2024,,Scott Stephens,Logan Grisaffe,,,264,224,,100%,https://www.realcommercial.com.au/for-sale/property-93-95-military-road-neutral-bay-nsw-2089-504558192,TH-008339,,
FALSE,Development Site,Commercial,"29 Station Street, Martins Creek NSW 2420",Commercial Collective,Hard rock quarry,"$1,610,000",4/04/2024,22/05/2024,"$20,800,000",7.74%,Portfolio Auction,22/05/2024,,Matt Kearney,Adam Leacy,,,,1272800,,100%,https://www.realcommercial.com.au/for-sale/property-29-station-street-martins-creek-nsw-2420-504559008,TH-008340,,
FALSE,Fast Food,Fast Food Shops,"280 Lygon Street, Carlton VIC 3053",Stonebridge,Zeus Street Greek,"$93,150",5/04/2024,8/05/2024,"$2,126,000",4.38%,Portfolio Auction,8/05/2024,,Nic Hage,Rorey James,Sarah Xi,,310,156,,100%,https://www.realcommercial.com.au/for-sale/property-280-lygon-street-carlton-vic-3053-504560052,TH-008345,,
FALSE,Retail,Strip Retail,"98 Puckle Street, Moonee Ponds VIC 3039",Stonebridge,OS Barber Boss,"$76,491",5/04/2024,8/05/2024,"$1,450,000",5.28%,Portfolio Auction,8/05/2024,,Nic Hage,Rorey James,Sarah Xi,,105,257,,100%,https://www.realcommercial.com.au/for-sale/property-98-puckle-street-moonee-ponds-vic-3039-504560068,TH-008346,,
FALSE,Retail,Strip Retail,"211 Lygon Street, Carlton VIC 3053",Stonebridge,The Acai Company,"$60,332",5/04/2024,8/05/2024,"$1,282,000",4.71%,Portfolio Auction,8/05/2024,,Nic Hage,Rorey James,Sarah Xi,,217,129,,100%,https://www.realcommercial.com.au/for-sale/property-211-lygon-street-carlton-vic-3053-504560064,TH-008347,,
FALSE,Industrial,,"441-443 Victoria Street & 1064-1070 Canley Vale Road, Wetherill Park NSW 2164",Colliers,Complete Coffee,,5/04/2024,22/11/2024,,,EOI,8/05/2024,,Tony Durante,Andy Lam,Peter Dale,,6132,9553,,100%,https://www.colliers.com.au/en-au/properties/freestanding-industrial-warehouse-perfect-for-owner-occupiers-investors/aus-441-443-victoria-street-1064-1070-canley-vale-road-wetherill-park-nsw-2164/aus66024309,TH-008348,,
FALSE,Fast Food,Restaurants and Café,"125 Parklakes Drive, Bli Bli QLD 4560",Colliers,The Local Parklakes,"$73,438",5/04/2024,31/01/2025,,,EOI,8/05/2024,,Daniel Vella,Millie Worcester,,,146,,,100%,https://www.realcommercial.com.au/for-sale/property-125-parklakes-drive-bli-bli-qld-4560-504560300,TH-008349,,
FALSE,Industrial,Warehouse,"567 Newcastle Street, West Perth WA 6005",Ray White,Industrial Tenant,,8/04/2024,23/09/2024,"$4,150,000",,EOI,8/05/2024,,Andrew Woodley-Page,Brett Wilkins,,,2216,2479,,100%,https://www.realcommercial.com.au/for-sale/property-567-newcastle-street-west-perth-wa-6005-504561316,TH-008352,,
FALSE,Retail,Multi Tenanted,"594 Stirling Highway, Mosman Park WA 6012",Ray White,Dominos,"$262,564",8/04/2024,9/08/2024,"$3,800,000",6.91%,EOI,15/05/2024,,Stephen Harrison,Brett Wilkins,,,826,1202,,100%,https://www.realcommercial.com.au/for-sale/property-594-stirling-highway;-mosman-park-wa-6012-504561012,TH-008353,,
FALSE,Supermarkets,Independents and Aldi,"1-5 Marylin Terrace, Eatons Hill QLD 4037",McGees Property,IGA,"$480,497",8/04/2024,20/05/2024,"$7,150,000",6.72%,EOI,7/05/2024,,Gavin Moore,,,,1327,7297,,100%,https://www.realcommercial.com.au/for-sale/property-1-5-marylin-terrace-eatons-hill-qld-4037-504561128,TH-008354,,
FALSE,Office,,"4/4-6 Innovation Parkway, Birtinya QLD 4575",Savills,Fenwick Collective,"$193,000",8/04/2024,24/05/2024,"$2,599,000",7.43%,Offers to Purchase,9/05/2024,,Jason O'Meara,,,,571,,,100%,https://www.realcommercial.com.au/for-sale/property-lot-4-regatta-lake-4-6-innovation-parkway-birtinya-qld-4575-504561060,TH-008355,,
FALSE,Retail,Multi Tenanted,"143-145 Port Town Road, Queenstown SA 5014",Ray White,4 Shops,,9/04/2024,16/10/2024,"$898,000",,Portfolio Auction,26/04/2024,,Rocco Monteleone,Rick Schultz,,,306,608,,100%,https://www.commercialrealestate.com.au/property/143-145-port-road-queenstown-sa-5014-2019160167,TH-008357,,
FALSE,Retail,Multi Tenanted,"108-108A Gawler Place, Adelaide SA 5000",CBRE,Pohkay,"$77,627",9/04/2024,24/06/2024,"$1,242,000",6.25%,EOI,7/05/2024,,Oliver Grivell,Rhyce Scott,,,153,,,100%,https://www.realcommercial.com.au/for-sale/property-108-108a-gawler-place-adelaide-sa-5000-504562188,TH-008358,,
FALSE,Industrial,Warehouse,"1-3 Welder Road, Seven Hills NSW 2147",Colliers,4 tenancies,,9/04/2024,30/05/2024,,,EOI,15/05/2024,Niemeyer,Paul McGlynn,Harrison Jones,,,5620,13578,,100%,https://www.realcommercial.com.au/for-sale/property-1-3-welder-road-seven-hills-nsw-2147-504562104,TH-008359,,
FALSE,Office,,"404-406/10 Market Street, Brisbane City QLD 4000",Ray White,Office Tenant,"$60,501",9/04/2024,11/04/2024,,,Portfolio Auction,11/04/2024,,Michael McCullagh,,,,247,,,100%,https://www.commercialready.com.au/properties/10-market-street-brisbane-city-qld-4000-25743?utm_source=SFMC&utm_medium=Email&utm_campaign=CR+National+EDM&utm_term=&utm_content=,TH-008360,,
FALSE,Retail,Multi Tenanted,"141-157 O'Connell Street, North Adelaide SA 5006",JLL,9 tenancies,"$384,579",9/04/2024,12/11/2024,"$8,000,000",4.81%,EOI,7/05/2024,,Claudia Brace,Jack O'Leary,Ben Parkinson,,1648,1547,,100%,https://www.realcommercial.com.au/for-sale/property-141-157-o-connell-street-north-adelaide-sa-5006-504562140,TH-008364,,
FALSE,Industrial,,"3 Whitestone Drive, Granton TAS 7030",Knight Frank,Downer EDI,"$236,095",10/04/2024,22/10/2024,,,EOI,9/05/2024,,Scott Newton,Tom Balcombe,,,1823,18700,,100%,https://www.realcommercial.com.au/for-sale/property-3-whitestone-drive-granton-tas-7030-504563472,TH-008365,,
FALSE,Industrial,,"134-140 Diesel Drive, Paget QLD 4740",Cushman & Wakefield,Southern Cross Industrial Group,"$1,236,000",10/04/2024,23/09/2024,,,EOI,8/05/2024,,Daniel Cullinane,Patrick Birchley,Evi Meka,,3851,31100,,100%,https://www.commercialrealestate.com.au/property/134-140-diesel-drive-paget-qld-4740-2019172750,TH-008366,,
FALSE,Retail,Strip Retail,"78 Everard Avenue, Keswick SA 5035",Cushman & Wakefield,Edible Blooms,"$219,450",10/04/2024,14/06/2024,"$3,850,000",5.70%,EOI,30/04/2024,,Jed Harley,Sam Alexander,,,729,910,,100%,https://www.realcommercial.com.au/for-sale/property-corner-of-anzac-highway;-78-everard-ave-keswick-sa-5035-504563168,TH-008367,,
FALSE,Office,,"149 Henley Beach Road, Mile End SA 5031",Commercial SA,Bank of Sydney,"$222,000",10/04/2024,29/05/2024,"$3,800,000",5.84%,Portfolio Auction,16/05/2024,,Andrew Turner,Evan Florinis,,,479,626,,100%,https://www.realcommercial.com.au/for-sale/property-149-henley-beach-road-mile-end-sa-5031-504562788,TH-008368,,
FALSE,Industrial,,"1/4 Boileau Street, Keysborough VIC 3173",Cameron,Safemate Antislip,"$55,000",10/04/2024,9/05/2024,"$1,120,000",4.91%,Portfolio Auction,9/05/2024,,Nicole Robertson,Ian Robertson,,,515,750,,100%,https://www.realcommercial.com.au/for-sale/property-1-4-boileau-street-keysborough-vic-3173-504563624,TH-008369,,
FALSE,Industrial,,"73-75 Kremzow Road, Brendale QLD 4500",Ray White,Architectural Windows and Doors,"$317,967",10/04/2024,2/05/2024,"$6,315,000",5.04%,Portfolio Auction,2/05/2024,,Brocke Hambrecht,Andrew Doyle,,,2415,3901,,100%,https://www.realcommercial.com.au/for-sale/property-73-75-kremzow-road-brendale-qld-4500-504563508,TH-008370,,
FALSE,Retail,Strip Retail,"201 Sturt Street, Ballarat Central VIC 3350",Colliers,Allan Bros Jewellers,"$51,350",10/04/2024,2/10/2024,"$825,000",6.22%,EOI,16/05/2024,,Lauchlan Waddell,Charles Kennedy,Yvonne Zhou,,247,,,100%,https://www.realcommercial.com.au/for-sale/property-201-sturt-street-ballarat-central-vic-3350-504562880,TH-008374,,
FALSE,Industrial,,"22 Quinns Lane, South Nowra NSW 2541",Ray White,4 factory units,"$80,000",11/04/2024,31/05/2024,"$2,950,000",2.71%,EOI,24/05/2024,,Stacey Leonie,,,,1496,9900,,100%,https://www.realcommercial.com.au/for-sale/property-22-quinns-lane-south-nowra-nsw-2541-504564600,TH-008375,,
FALSE,Retail,Multi Tenanted,"45-53 Gilbert Street, Adelaide SA 5000",Ray White,Etcher,"$219,596",12/04/2024,8/08/2024,"$4,500,000",4.88%,Portfolio Auction,10/05/2024,Knight Frank,Jack Dyson,,,,1017,1175,,100%,https://www.realcommercial.com.au/for-sale/property-45-53-gilbert-street-adelaide-sa-5000-504565740,TH-008380,,
FALSE,Industrial,Warehouse,"3 Reaghs Farm Road, Minto NSW 2566",Colliers,Lipa Pharmaceuticals,,12/04/2024,24/06/2024,,,EOI,15/05/2024,,Angus Urquhart,Hamish Miles,,,2752,4800,,100%,https://www.realcommercial.com.au/for-sale/property-3-reaghs-farm-road-minto-nsw-2566-504566044,TH-008381,,
FALSE,Industrial,Warehouse,"13 Reaghs Farm Road, Minto NSW 2566",Colliers,Lipa Pharmaceuticals,,12/04/2024,24/06/2024,,,EOI,15/05/2024,,Angus Urquhart,Hamish Miles,,,1316,2069,,100%,https://www.realcommercial.com.au/for-sale/property-13-reaghs-farm-road-minto-nsw-2566-504566020,TH-008382,,
FALSE,Industrial,Warehouse,"9 Oakdale Road, Gateshead NSW 2290",Commercial Collective,4 tenancies,"$273,960",12/04/2024,15/11/2024,,,EOI,16/05/2024,,George Stylianos,Ryan Lippiatt,,,2796,7625,,100%,https://www.realcommercial.com.au/for-sale/property-9-oakdale-road-gateshead-nsw-2290-504565972,TH-008383,,
FALSE,Retail,Multi Tenanted,"262-272 Racecourse Road, Flemington VIC 3031",Teska Carson,Dominos,"$266,362",12/04/2024,21/02/2025,"$4,100,000",6.50%,EOI,15/05/2024,,Michael Taylor,Stephen Speck,,,931,1234,,100%,https://www.realcommercial.com.au/for-sale/property-262-272-racecourse-road-flemington-vic-3031-504565276,TH-008384,,
FALSE,Residential,,"16 Billabong Street, Pendle Hill NSW 2145",Ray White,19-Room Boarding House,"$423,540",15/04/2024,24/04/2024,"$5,500,000",7.70%,Portfolio Auction,21/05/2024,,Andrew Sacco,Joseph Assaf,,,,798,,100%,https://www.realcommercial.com.au/for-sale/property-16-billabong-street-pendle-hill-nsw-2145-504566440,TH-008386,,
FALSE,Office,,"1/230 Harbour Road, Cannonvale QLD 4802",Colliers,PRD Whitsunday,"$185,804",16/04/2024,2/09/2024,,,EOI,16/05/2024,,Philip Odwyer,,,,500,,,100%,https://www.realcommercial.com.au/for-sale/property-suite-1-230-shute-harbour-road-cannonvale-qld-4802-504568092,TH-008390,,
